sourcePageUrl,sourceImageUrl,productName,rightsStatus
https://www.kerrdental.com/en-ca/simplishade,https://kavokerr.widen.net/content/d5c0fb32-295f-4130-b04a-3c53ec4ff758/web/SimpliShade_AllShades_US_v2.png?crop=yes&h=683&itok=KauxTn4x&w=1024,Kerr SimpliShade Universal Composite,official_manufacturer_catalog
https://www.kerrdental.com/en-fi/dental-restoration-products/maxcem-elite-chroma-permanent-dental-cements-and-liners,https://www.nordenta.de/medias/1200Wx1200H-default-1001-27966-606078-maxcem-elite-chroma-standard-kit.jpg?context=bWFzdGVyfGltYWdlc3wxMDE3ODV8aW1hZ2UvanBlZ3xpbWFnZXMvaDIyL2hiNS85Mzk5ODM0NjQwNDE0LmpwZ3wzYTY0ODc3MmMwNTg4NzU1ZjkyNThjYjdiNGNhMDRhNGExNDQxNzQyODJmMzZlZjZjNGI3MjZmNzU5NzE2OWY3,Kerr Maxcem Elite Chroma,third_party_product_catalog
https://www.gc.dental/europe/en-GP/products/gaenialachord,https://www.gc.dental/europe/sites/europe.gc.dental/files/products/images/Gaenial%20ACHORD%20-%20Single%20syringe%20with%20Unitips.png,GC G-ænial A'CHORD,official_manufacturer_catalog
https://www.gc.dental/europe/en-GB/products/gpremiobond,https://www.gc.dental/europe/sites/europe.gc.dental/files/products/images/gpremiobond_packshot.jpg,GC G-Premio BOND,official_manufacturer_catalog
https://www.gc.dental/europe/en-GB/products/gcemone,https://www.gc.dental/europe/sites/europe.gc.dental/files/products/images/About%20pic_LR.jpg,GC G-CEM ONE,official_manufacturer_catalog
https://www.gc.dental/europe/en-GB/products/fujicemevolve,https://www.gc.dental/europe/sites/europe.gc.dental/files/products/images/fujicemevolve_packshot.jpg,GC FujiCEM Evolve,official_manufacturer_catalog
https://www.gc.dental/europe/en-GB/products/equiaforteht,https://www.gc.dental/europe/sites/europe.gc.dental/files/products/images/Equia%20Forte%2003.jpg,GC EQUIA Forte HT,official_manufacturer_catalog
https://www.voco.dental/in/products/direct-restoration/composite/grandioso.aspx,https://www.voco.dental/in/portaldata/1/resources/products/pacshots/gb/grandioso_pac_gb.jpg,VOCO GrandioSO,official_manufacturer_catalog
https://www.voco.dental/in/products/direct-restoration/composites/admira-fusion.aspx,https://www.voco.dental/in/portaldata/1/resources/products/pacshots/gb/admira-fusion_pac_gb.jpg,VOCO Admira Fusion,official_manufacturer_catalog
https://www.voco.dental/in/products/direct-restoration/bonding/futurabond-u.aspx,https://www.voco.dental/in/portaldata/1/resources/products/pacshots/gb/futurabond-u_pac_gb.jpg,VOCO Futurabond U,official_manufacturer_catalog
https://www.voco.dental/en/products/indirect-restoration/luting/bifix-qm.aspx,https://www.voco.dental/en/portaldata/1/resources/products/pacshots/gb/bifix-qm_pac_gb.jpg,VOCO Bifix QM,official_manufacturer_catalog
https://www.voco.dental/en/products/oral-care/desensitizer/voco-profluorid-varnish.aspx,https://www.voco.dental/en/portaldata/1/resources/products/pacshots/gb/voco-profluorid-varnish_pac_gb.jpg,VOCO Profluorid Varnish,official_manufacturer_catalog
